school_id,course
5,ACC 300
5,ACC 550
5,ACC 420
5,ACC 710
5,ACC 240
5,ACC 740
5,ACC 310
5,ACC 170
5,ACC 280
5,ACC 220
5,ACC 290
5,ACC 230
5,ACC 610
5,ACC 430
5,ACC 720
5,ACC 130
5,MATH 180
5,MATH 680
5,MATH 370
5,MATH 570
5,MATH 440
5,MATH 600
5,MATH 470
5,MATH 500
5,MATH 410
5,MATH 730
5,MATH 540
5,MATH 270
5,MATH 160
5,MATH 670
5,MATH 580
5,MATH 590
5,MATH 140
5,MATH 660
5,MATH 750
5,MATH 350
5,MATH 740
5,MATH 720
5,MATH 330
5,GEOL 620
5,GEOL 670
5,GEOL 460
5,GEOL 300
5,GEOL 150
5,GEOL 340
5,GEOL 660
5,GEOL 560
5,GEOL 180
5,GEOL 380
5,GEOL 520
5,GEOL 750
5,GEOL 420
5,GEOL 110
5,GEOL 580
5,GEOL 330
5,GEOL 400
5,GEOL 250
5,GEOL 270
5,GEOL 190
5,GEOL 200
5,GEOL 610
5,GEOL 140
5,GEOL 650
5,GEOL 120
5,TRNS 740
5,TRNS 540
5,TRNS 120
5,TRNS 390
5,TRNS 450
5,TRNS 670
5,TRNS 700
5,TRNS 320
5,TRNS 680
5,TRNS 790
5,TRNS 210
5,TRNS 340
5,TRNS 110
5,TRNS 310
5,TRNS 290
5,TRNS 480
5,TRNS 730
5,TRNS 160
5,TRNS 420
5,TRNS 500
5,TRNS 770
5,TRNS 760
5,TRNS 590
5,TRNS 580
5,TRNS 300
5,TRNS 230
5,TRNS 370
5,TRNS 750
5,TRNS 250
5,TRNS 610
5,TRNS 620
5,TRNS 460
5,TRNS 720
5,TRNS 430
5,TRNS 780
5,TRNS 170
5,TRNS 570
5,TRNS 330
5,TRNS 260
5,TRNS 240
5,PORTG 250
5,PORTG 370
5,PORTG 670
5,PORTG 120
5,PORTG 470
5,PORTG 500
5,PORTG 720
5,PORTG 710
5,PORTG 380
5,PORTG 660
5,PORTG 570
5,PORTG 610
5,PORTG 110
5,PORTG 150
5,PORTG 600
5,PORTG 290
5,PORTG 530
5,PORTG 140
5,PORTG 790
5,PORTG 510
5,PORTG 480
5,PORTG 680
5,PORTG 780
5,PORTG 760
5,PORTG 190
5,PORTG 630
5,PORTG 730
5,PORTG 330
5,PORTG 170
5,PORTG 310
5,PORTG 260
5,PORTG 420
5,PORTG 360
5,PORTG 160
5,PHYS 270
5,PHYS 500
5,PHYS 110
5,PHYS 560
5,PHYS 390
5,PHYS 150
5,PHYS 640
5,PHYS 160
5,PHYS 710
5,PHYS 580
5,PHYS 130
5,PHYS 240
5,PHYS 280
5,PHYS 600
5,PHYS 460
5,PHYS 350
5,PHYS 400
5,PHYS 450
5,PHYS 220
5,PHYS 590
5,PHYS 260
5,PHYS 120
5,PHYS 470
5,PHYS 180
5,PHYS 790
5,PHYS 690
5,PHYS 230
5,PHYS 420
5,PHYS 740
5,PHYS 630
5,PHYS 290
5,FREN 700
5,FREN 130
5,FREN 390
5,FREN 220
5,FREN 450
5,FREN 740
5,FREN 610
5,FREN 300
5,FREN 170
5,FREN 640
5,FREN 280
5,FREN 250
5,FREN 680
5,FREN 490
5,FREN 690
5,FREN 620
5,FREN 180
5,FREN 530
5,FREN 210
5,FREN 160
5,FREN 150
5,FREN 100
5,FREN 540
5,FREN 470
5,FREN 760
5,FREN 200
5,FREN 400
5,FREN 730
5,FREN 290
5,FREN 750
5,FREN 120
5,WGS 400
5,WGS 100
5,WGS 490
5,WGS 360
5,WGS 460
5,WGS 630
5,WGS 730
5,WGS 180
5,WGS 120
5,WGS 160
5,WGS 340
5,WGS 500
5,WGS 240
5,WGS 450
5,WGS 520
5,WGS 480
5,WGS 470
5,WGS 680
5,WGS 550
5,WGS 570
5,WGS 370
5,WGS 170
5,WGS 300
5,WGS 420
5,WGS 270
5,WGS 280
5,WGS 210
5,WGS 620
5,WGS 290
5,WGS 310
5,WGS 410
5,WGS 440
5,WGS 260
5,WGS 250
5,FILM 360
5,FILM 300
5,FILM 660
5,FILM 130
5,FILM 220
5,FILM 790
5,FILM 560
5,FILM 730
5,FILM 650
5,FILM 780
5,FILM 760
5,FILM 680
5,FILM 340
5,FILM 470
5,FILM 290
5,FILM 120
5,FILM 540
5,FILM 150
5,FILM 720
5,FILM 620
5,PHILO 470
5,PHILO 500
5,PHILO 160
5,PHILO 200
5,PHILO 460
5,PHILO 620
5,PHILO 490
5,PHILO 550
5,PHILO 230
5,PHILO 320
5,PHILO 430
5,PHILO 450
5,PHILO 650
5,PHILO 670
5,PHILO 350
5,PHILO 730
5,PHILO 760
5,PHILO 190
5,PHILO 280
5,PHILO 560
5,PHILO 100
5,PHILO 210
5,PHILO 530
5,PHILO 400
5,PHILO 150
5,PHILO 130
5,PHILO 720
5,PHILO 790
5,PHILO 480
5,PUPOL 790
5,PUPOL 610
5,PUPOL 430
5,PUPOL 550
5,PUPOL 590
5,PUPOL 640
5,PUPOL 280
5,PUPOL 190
5,PUPOL 380
5,PUPOL 500
5,PUPOL 720
5,PUPOL 180
5,PUPOL 460
5,PUPOL 300
5,PUPOL 100
5,PUPOL 530
5,PUPOL 410
5,PUPOL 540
5,PUPOL 250
5,PUPOL 580
5,PUPOL 400
5,PUPOL 780
5,PUPOL 140
5,PUPOL 710
5,DANC 490
5,DANC 640
5,DANC 600
5,DANC 660
5,DANC 680
5,DANC 770
5,DANC 560
5,DANC 110
5,DANC 460
5,DANC 610
5,DANC 630
5,DANC 200
5,DANC 380
5,DANC 550
5,DANC 700
5,DANC 420
5,DANC 190
5,DANC 540
5,DANC 290
5,DANC 500
5,DANC 330
5,DANC 710
5,ASTRO 430
5,ASTRO 150
5,ASTRO 140
5,ASTRO 370
5,ASTRO 740
5,ASTRO 340
5,ASTRO 700
5,ASTRO 630
5,ASTRO 480
5,ASTRO 290
5,ASTRO 760
5,ASTRO 240
5,ASTRO 560
5,ASTRO 110
5,ASTRO 520
5,ASTRO 470
5,ASTRO 620
5,ASTRO 160
5,ASTRO 510
5,ASTRO 610
5,ASTRO 540
5,ASTRO 390
5,SPED 250
5,SPED 660
5,SPED 270
5,SPED 580
5,SPED 300
5,SPED 630
5,SPED 590
5,SPED 370
5,SPED 770
5,SPED 410
5,SPED 530
5,SPED 360
5,SPED 620
5,SPED 780
5,SPED 400
5,SPED 230
5,SPED 310
5,SPED 750
5,SPED 120
5,SPED 190
5,SPED 280
5,SPED 350
5,SPED 450
5,SPED 520
5,SPED 430
5,SPED 680
5,SPED 340
5,SPED 570
5,SPED 240
5,SPED 610
5,SPED 510
5,SPED 760
5,SPED 110
5,SPED 150
5,SPED 720
5,SPED 790
5,SPED 490
5,SPED 390
5,SPED 730
5,SPED 690
5,ENGL 710
5,ENGL 220
5,ENGL 600
5,ENGL 320
5,ENGL 280
5,ENGL 700
5,ENGL 670
5,ENGL 290
5,ENGL 760
5,ENGL 490
5,ENGL 780
5,ENGL 350
5,ENGL 440
5,ENGL 110
5,ENGL 570
5,ENGL 160
5,ENGL 300
5,ENGL 410
5,ENGL 250
5,ENGL 100
5,ENGL 310
5,ENGL 150
5,ENGL 640
5,ENGL 560
5,ENGL 170
5,ENGL 330
5,ENGL 210
5,ENGL 530
5,ENGL 510
5,ENGL 730
5,ENGL 200
5,ENGL 380
5,ENGL 390
5,RUSS 410
5,RUSS 430
5,RUSS 730
5,RUSS 550
5,RUSS 740
5,RUSS 720
5,RUSS 450
5,RUSS 660
5,RUSS 340
5,RUSS 460
5,RUSS 770
5,RUSS 700
5,RUSS 470
5,RUSS 140
5,RUSS 590
5,RUSS 600
5,RUSS 250
5,RUSS 350
5,RUSS 300
5,RUSS 330
5,RUSS 670
5,RUSS 480
5,RUSS 610
5,EDUC 380
5,EDUC 490
5,EDUC 200
5,EDUC 730
5,EDUC 670
5,EDUC 390
5,EDUC 150
5,EDUC 330
5,EDUC 300
5,EDUC 450
5,EDUC 600
5,EDUC 700
5,EDUC 410
5,EDUC 770
5,EDUC 210
5,EDUC 610
5,EDUC 720
5,EDUC 740
5,EDUC 680
5,EDUC 760
5,EDUC 340
5,SCI 780
5,SCI 540
5,SCI 570
5,SCI 420
5,SCI 560
5,SCI 280
5,SCI 580
5,SCI 460
5,SCI 550
5,SCI 440
5,SCI 300
5,SCI 390
5,SCI 190
5,SCI 660
5,SCI 210
5,SCI 740
5,SCI 110
5,SCI 720
5,SCI 340
5,SCI 530
5,SCI 150
5,SCI 520
5,SCI 330
5,SCI 370
5,HUM 180
5,HUM 730
5,HUM 570
5,HUM 580
5,HUM 450
5,HUM 270
5,HUM 220
5,HUM 200
5,HUM 460
5,HUM 310
5,HUM 660
5,HUM 150
5,HUM 780
5,HUM 400
5,HUM 620
5,HUM 110
5,HUM 640
5,HUM 550
5,HUM 590
5,HUM 740
5,HUM 320
5,HUM 340
5,SOSCI 680
5,SOSCI 150
5,SOSCI 460
5,SOSCI 390
5,SOSCI 690
5,SOSCI 750
5,SOSCI 280
5,SOSCI 340
5,SOSCI 360
5,SOSCI 570
5,SOSCI 400
5,SOSCI 120
5,SOSCI 430
5,SOSCI 470
5,SOSCI 790
5,SOSCI 190
5,SOSCI 740
5,SOSCI 780
5,SOSCI 700
5,SOSCI 640
5,SOSCI 330
5,EGN 530
5,EGN 550
5,EGN 150
5,EGN 360
5,EGN 750
5,EGN 120
5,EGN 560
5,EGN 380
5,EGN 460
5,EGN 430
5,EGN 670
5,EGN 690
5,EGN 290
5,EGN 520
5,EGN 240
5,EGN 720
5,EGN 340
5,EGN 490
5,EGN 640
5,EGN 780
5,EGN 440
5,EGN 160
5,EGN 470
5,EGN 610
5,EGN 590
5,EGN 620
5,EGN 480
5,EGN 400
5,EGN 370
5,EGN 770
5,EGN 630
5,EGN 330
5,EGN 580
5,ARB 250
5,ARB 140
5,ARB 360
5,ARB 170
5,ARB 620
5,ARB 590
5,ARB 190
5,ARB 280
5,ARB 700
5,ARB 560
5,ARB 520
5,ARB 760
5,ARB 390
5,ARB 570
5,ARB 480
5,ARB 400
5,ARB 460
5,ARB 270
5,ARB 440
5,ARB 470
5,ARB 680
5,ARB 340
5,ARB 430
5,ARB 220
5,ARB 740
5,ARB 690
5,ARB 330
5,ARB 300
5,ARB 750
5,ARB 240
5,ARB 670
5,ARB 230
5,ARB 630
5,ARB 650
5,ARB 180
5,ARB 450
5,ARB 310
5,ARB 130
5,ARB 610
5,ARB 580
5,BIOCH 430
5,BIOCH 210
5,BIOCH 130
5,BIOCH 710
5,BIOCH 580
5,BIOCH 450
5,BIOCH 700
5,BIOCH 110
5,BIOCH 460
5,BIOCH 500
5,BIOCH 310
5,BIOCH 390
5,BIOCH 350
5,BIOCH 540
5,BIOCH 240
5,BIOCH 770
5,BIOCH 600
5,BIOCH 470
5,BIOCH 780
5,BIOCH 640
5,BIOCH 360
5,BIOCH 750
5,BIOCH 180
5,BIOCH 560
5,JEWS 190
5,JEWS 200
5,JEWS 150
5,JEWS 760
5,JEWS 230
5,JEWS 440
5,JEWS 180
5,JEWS 510
5,JEWS 290
5,JEWS 470
5,JEWS 610
5,JEWS 650
5,JEWS 790
5,JEWS 340
5,JEWS 400
5,JEWS 260
5,JEWS 210
5,JEWS 690
5,JEWS 480
5,JEWS 750
5,JEWS 140
5,JEWS 770
5,JEWS 670
5,JEWS 550
5,JEWS 380
5,JEWS 600
5,JEWS 300
5,JEWS 460
5,JEWS 730
5,JEWS 450
5,JEWS 700
5,JEWS 490
5,GRK 510
5,GRK 370
5,GRK 590
5,GRK 280
5,GRK 270
5,GRK 250
5,GRK 630
5,GRK 740
5,GRK 720
5,GRK 190
5,GRK 480
5,GRK 600
5,GRK 550
5,GRK 330
5,GRK 760
5,GRK 640
5,GRK 780
5,GRK 620
5,GRK 390
5,GRK 120
5,GRK 240
5,GRK 530
5,GRK 490
5,GRK 790
5,NURS 590
5,NURS 370
5,NURS 380
5,NURS 670
5,NURS 530
5,NURS 640
5,NURS 150
5,NURS 790
5,NURS 460
5,NURS 350
5,NURS 410
5,NURS 120
5,NURS 320
5,NURS 700
5,NURS 540
5,NURS 650
5,NURS 780
5,NURS 160
5,NURS 420
5,NURS 440
5,NURS 560
5,NURS 510
5,NURS 200
5,NURS 220
5,NURS 520
5,NURS 300
5,NURS 170
5,NURS 490
5,NURS 680
5,NURS 550
5,NURS 600
5,NURS 710
5,NURS 140
5,NURS 130
5,NURS 110
5,NURS 270
5,NURS 730
5,NURS 500
5,PSYCH 500
5,PSYCH 610
5,PSYCH 190
5,PSYCH 530
5,PSYCH 700
5,PSYCH 520
5,PSYCH 760
5,PSYCH 260
5,PSYCH 600
5,PSYCH 370
5,PSYCH 270
5,PSYCH 770
5,PSYCH 330
5,PSYCH 730
5,PSYCH 590
5,PSYCH 420
5,PSYCH 790
5,PSYCH 680
5,PSYCH 550
5,PSYCH 580
5,PSYCH 350
5,PSYCH 120
5,PSYCH 210
5,PSYCH 450
5,PSYCH 490
5,PSYCH 170
5,PSYCH 570
5,PSYCH 640
5,PSYCH 130
5,MLS 350
5,MLS 730
5,MLS 120
5,MLS 170
5,MLS 540
5,MLS 200
5,MLS 690
5,MLS 320
5,MLS 500
5,MLS 710
5,MLS 740
5,MLS 210
5,MLS 110
5,MLS 270
5,MLS 510
5,MLS 420
5,MLS 750
5,MLS 610
5,MLS 670
5,MLS 130
5,MLS 180
5,MLS 780
5,MLS 580
5,MLS 570
5,CSCI 670
5,CSCI 430
5,CSCI 500
5,CSCI 510
5,CSCI 120
5,CSCI 290
5,CSCI 250
5,CSCI 770
5,CSCI 760
5,CSCI 350
5,CSCI 410
5,CSCI 580
5,CSCI 460
5,CSCI 750
5,CSCI 280
5,CSCI 790
5,CSCI 140
5,CSCI 210
5,CSCI 570
5,CSCI 720
5,CSCI 190
5,CSCI 590
5,CSCI 520
5,CSCI 700
5,CSCI 360
5,CSCI 610
5,CSCI 540
5,CSCI 660
5,CSCI 340
5,CSCI 200
5,HMBIO 320
5,HMBIO 760
5,HMBIO 530
5,HMBIO 470
5,HMBIO 520
5,HMBIO 420
5,HMBIO 210
5,HMBIO 360
5,HMBIO 280
5,HMBIO 710
5,HMBIO 660
5,HMBIO 630
5,HMBIO 410
5,HMBIO 550
5,HMBIO 160
5,HMBIO 290
5,HMBIO 240
5,HMBIO 110
5,HMBIO 220
5,HMBIO 790
5,HMBIO 250
5,HMBIO 730
5,HMBIO 460
5,HMBIO 640
5,HMBIO 770
5,HMBIO 370
5,HMBIO 450
5,HMBIO 780
5,HMBIO 750
5,HMBIO 270
5,HMBIO 560
5,HMBIO 190
5,HMBIO 580
5,HMBIO 140
5,HMBIO 350
5,HMBIO 500
5,ART 720
5,ART 640
5,ART 580
5,ART 510
5,ART 710
5,ART 600
5,ART 270
5,ART 660
5,ART 460
5,ART 300
5,ART 570
5,ART 530
5,ART 470
5,ART 280
5,ART 200
5,ART 420
5,ART 650
5,ART 250
5,ART 700
5,ART 170
5,ART 180
5,ART 140
5,ART 260
5,ART 240
5,JPN 490
5,JPN 750
5,JPN 370
5,JPN 560
5,JPN 250
5,JPN 780
5,JPN 640
5,JPN 520
5,JPN 110
5,JPN 300
5,JPN 450
5,JPN 610
5,JPN 130
5,JPN 410
5,JPN 690
5,JPN 660
5,JPN 770
5,JPN 230
5,JPN 170
5,JPN 150
5,JPN 720
5,JPN 550
5,JPN 590
5,JPN 310
5,JPN 670
5,JPN 220
5,JPN 260
5,JPN 440
5,LATED 380
5,LATED 100
5,LATED 680
5,LATED 610
5,LATED 730
5,LATED 280
5,LATED 410
5,LATED 140
5,LATED 690
5,LATED 450
5,LATED 320
5,LATED 510
5,LATED 200
5,LATED 780
5,LATED 640
5,LATED 300
5,LATED 660
5,LATED 330
5,LATED 180
5,LATED 340
5,LATED 420
5,LATED 630
5,BIOL 350
5,BIOL 140
5,BIOL 360
5,BIOL 270
5,BIOL 750
5,BIOL 540
5,BIOL 610
5,BIOL 230
5,BIOL 380
5,BIOL 650
5,BIOL 690
5,BIOL 340
5,BIOL 660
5,BIOL 420
5,BIOL 740
5,BIOL 530
5,BIOL 450
5,BIOL 620
5,BIOL 680
5,BIOL 430
5,BIOL 210
5,BIOL 180
5,BIOL 790
5,BIOL 560
5,BIOL 600
5,BIOL 630
5,BIOL 320
5,RELG 620
5,RELG 630
5,RELG 600
5,RELG 640
5,RELG 540
5,RELG 470
5,RELG 710
5,RELG 460
5,RELG 150
5,RELG 490
5,RELG 510
5,RELG 680
5,RELG 360
5,RELG 450
5,RELG 550
5,RELG 320
5,RELG 650
5,RELG 670
5,RELG 290
5,RELG 430
5,RELG 760
5,RELG 210
5,RELG 440
5,CHEM 210
5,CHEM 240
5,CHEM 170
5,CHEM 740
5,CHEM 650
5,CHEM 370
5,CHEM 490
5,CHEM 130
5,CHEM 120
5,CHEM 770
5,CHEM 220
5,CHEM 610
5,CHEM 630
5,CHEM 280
5,CHEM 520
5,CHEM 760
5,CHEM 670
5,CHEM 360
5,CHEM 580
5,CHEM 350
5,CHEM 620
5,CHEM 720
5,CHEM 440
5,CHEM 600
5,CHEM 730
5,CHEM 310
5,CHEM 400
5,CHEM 100
5,CHEM 790
5,CHEM 430
5,CHEM 640
5,CHEM 140
5,CHEM 260
5,CHEM 750
5,CHEM 460
5,HIST 400
5,HIST 700
5,HIST 520
5,HIST 790
5,HIST 660
5,HIST 370
5,HIST 630
5,HIST 300
5,HIST 620
5,HIST 530
5,HIST 460
5,HIST 740
5,HIST 280
5,HIST 260
5,HIST 540
5,HIST 500
5,HIST 720
5,HIST 130
5,HIST 230
5,HIST 200
5,HIST 190
5,HIST 490
5,HIST 690
5,HIST 220
5,HIST 140
5,THEA 460
5,THEA 600
5,THEA 370
5,THEA 410
5,THEA 170
5,THEA 160
5,THEA 660
5,THEA 550
5,THEA 270
5,THEA 430
5,THEA 700
5,THEA 770
5,THEA 560
5,THEA 510
5,THEA 720
5,THEA 100
5,THEA 490
5,THEA 740
5,THEA 310
5,THEA 620
5,THEA 710
5,THEA 530
5,THEA 330
5,STAT 200
5,STAT 330
5,STAT 550
5,STAT 700
5,STAT 570
5,STAT 460
5,STAT 650
5,STAT 240
5,STAT 180
5,STAT 320
5,STAT 300
5,STAT 470
5,STAT 190
5,STAT 560
5,STAT 120
5,STAT 230
5,STAT 720
5,STAT 500
5,STAT 450
5,STAT 620
5,STAT 790
5,STAT 250
5,STAT 750
5,STAT 130
5,STAT 510
5,STAT 710
5,STAT 260
5,STAT 590
5,STAT 280
5,STAT 400
5,STAT 100
5,STAT 310
5,STAT 110
5,STAT 410
5,STAT 520
5,STAT 360
5,STAT 170
5,STAT 670
5,STAT 770
5,SPAN 560
5,SPAN 360
5,SPAN 460
5,SPAN 210
5,SPAN 660
5,SPAN 180
5,SPAN 300
5,SPAN 680
5,SPAN 620
5,SPAN 290
5,SPAN 240
5,SPAN 700
5,SPAN 470
5,SPAN 150
5,SPAN 550
5,SPAN 530
5,SPAN 220
5,SPAN 330
5,SPAN 650
5,SPAN 640
5,SPAN 520
5,SPAN 430
5,SPAN 760
5,ECON 350
5,ECON 770
5,ECON 230
5,ECON 570
5,ECON 670
5,ECON 540
5,ECON 590
5,ECON 560
5,ECON 140
5,ECON 750
5,ECON 650
5,ECON 100
5,ECON 180
5,ECON 310
5,ECON 380
5,ECON 330
5,ECON 280
5,ECON 320
5,ECON 730
5,ECON 290
5,ECON 120
5,ECON 160
5,ECON 410
5,ECON 680
5,ECON 420
5,ECON 300
5,ECON 550
5,ECON 390
5,ECON 610
5,ECON 460
5,ECON 490
5,ECON 220
5,ECON 170
5,ECON 720
5,ECON 760
5,ECON 710
5,ECON 660
5,ECON 520
5,ECON 470
5,BUS 270
5,BUS 390
5,BUS 290
5,BUS 400
5,BUS 470
5,BUS 170
5,BUS 120
5,BUS 110
5,BUS 230
5,BUS 730
5,BUS 620
5,BUS 750
5,BUS 740
5,BUS 410
5,BUS 440
5,BUS 100
5,BUS 670
5,BUS 130
5,BUS 220
5,BUS 600
6,ARB 760
6,ARB 450
6,ARB 520
6,ARB 440
6,ARB 660
6,ARB 420
6,ARB 740
6,ARB 170
6,ARB 670
6,ARB 460
6,ARB 620
6,ARB 150
6,ARB 230
6,ARB 100
6,ARB 380
6,ARB 510
6,ARB 790
6,ARB 240
6,ARB 590
6,ARB 680
6,ARB 320
6,ARB 580
6,ARB 350
6,ARB 210
6,ARB 600
6,ARB 490
6,ARB 280
6,ARB 290
6,ARB 190
6,ARB 550
6,ARB 220
6,ARB 560
6,ARB 250
6,ARB 260
6,ARB 360
6,ARB 400
6,ARB 780
6,ARB 130
6,ARB 200
6,FILM 530
6,FILM 300
6,FILM 310
6,FILM 160
6,FILM 370
6,FILM 240
6,FILM 680
6,FILM 420
6,FILM 500
6,FILM 210
6,FILM 630
6,FILM 620
6,FILM 140
6,FILM 690
6,FILM 720
6,FILM 770
6,FILM 710
6,FILM 760
6,FILM 110
6,FILM 470
6,FILM 590
6,FILM 190
6,FILM 560
6,FILM 520
6,FILM 650
6,FILM 290
6,FILM 380
6,FILM 200
6,FILM 130
6,FILM 180
6,FILM 540
6,FILM 270
6,FILM 730
6,FILM 330
6,FILM 790
6,FILM 490
6,BIOCH 690
6,BIOCH 470
6,BIOCH 290
6,BIOCH 630
6,BIOCH 620
6,BIOCH 270
6,BIOCH 360
6,BIOCH 170
6,BIOCH 110
6,BIOCH 210
6,BIOCH 350
6,BIOCH 390
6,BIOCH 720
6,BIOCH 320
6,BIOCH 790
6,BIOCH 250
6,BIOCH 730
6,BIOCH 240
6,BIOCH 220
6,BIOCH 640
6,BIOCH 280
6,BIOCH 460
6,BIOCH 160
6,BIOCH 700
6,BIOCH 400
6,BIOCH 580
6,BIOCH 770
6,BIOCH 230
6,BIOCH 300
6,BIOCH 430
6,POL 750
6,POL 390
6,POL 300
6,POL 440
6,POL 430
6,POL 120
6,POL 590
6,POL 680
6,POL 250
6,POL 570
6,POL 740
6,POL 230
6,POL 610
6,POL 450
6,POL 260
6,POL 410
6,POL 180
6,POL 600
6,POL 150
6,POL 330
6,POL 490
6,POL 270
6,ITAL 420
6,ITAL 480
6,ITAL 490
6,ITAL 410
6,ITAL 600
6,ITAL 290
6,ITAL 250
6,ITAL 760
6,ITAL 720
6,ITAL 670
6,ITAL 380
6,ITAL 650
6,ITAL 790
6,ITAL 330
6,ITAL 690
6,ITAL 120
6,ITAL 640
6,ITAL 470
6,ITAL 430
6,ITAL 130
6,ITAL 140
6,ITAL 400
6,ITAL 200
6,ITAL 170
6,ITAL 360
6,ITAL 230
6,ITAL 660
6,ITAL 300
6,ITAL 270
6,ITAL 210
6,ITAL 150
6,ITAL 280
6,ITAL 390
6,ITAL 580
6,ITAL 320
6,LAT 410
6,LAT 260
6,LAT 210
6,LAT 760
6,LAT 550
6,LAT 640
6,LAT 610
6,LAT 450
6,LAT 140
6,LAT 480
6,LAT 690
6,LAT 220
6,LAT 400
6,LAT 160
6,LAT 740
6,LAT 440
6,LAT 430
6,LAT 540
6,LAT 600
6,LAT 620
6,LAT 650
6,LAT 180
6,LAT 150
6,LAT 330
6,LAT 580
6,LAT 700
6,LAT 660
6,LAT 530
6,LAT 130
6,LAT 570
6,LAT 470
6,LAT 630
6,LAT 120
6,LAT 270
6,LAT 380
6,LAT 340
6,LAT 420
6,LAT 780
6,LAT 110
6,LAT 350
6,FREN 630
6,FREN 560
6,FREN 650
6,FREN 280
6,FREN 110
6,FREN 410
6,FREN 190
6,FREN 720
6,FREN 680
6,FREN 660
6,FREN 200
6,FREN 420
6,FREN 220
6,FREN 760
6,FREN 370
6,FREN 740
6,FREN 600
6,FREN 780
6,FREN 120
6,FREN 230
6,FREN 690
6,FREN 710
6,FREN 210
6,FREN 730
6,FREN 700
6,FREN 240
6,FREN 400
6,FREN 510
6,FREN 350
6,FREN 130
6,FREN 150
6,FREN 300
6,FREN 140
6,FREN 250
6,FREN 550
6,THEA 320
6,THEA 180
6,THEA 530
6,THEA 300
6,THEA 380
6,THEA 520
6,THEA 730
6,THEA 740
6,THEA 460
6,THEA 260
6,THEA 660
6,THEA 680
6,THEA 650
6,THEA 250
6,THEA 770
6,THEA 470
6,THEA 780
6,THEA 550
6,THEA 480
6,THEA 540
6,THEA 420
6,THEA 330
6,THEA 270
6,THEA 620
6,THEA 140
6,THEA 340
6,THEA 700
6,THEA 600
6,THEA 220
6,JPN 630
6,JPN 350
6,JPN 330
6,JPN 770
6,JPN 580
6,JPN 170
6,JPN 470
6,JPN 760
6,JPN 400
6,JPN 570
6,JPN 540
6,JPN 160
6,JPN 480
6,JPN 190
6,JPN 270
6,JPN 790
6,JPN 230
6,JPN 290
6,JPN 100
6,JPN 420
6,JPN 320
6,JPN 280
6,JPN 720
6,JPN 380
6,JPN 140
6,JPN 600
6,JPN 700
6,JPN 550
6,JPN 730
6,JPN 680
6,JPN 490
6,JPN 780
6,JPN 240
6,JPN 440
6,JPN 530
6,JPN 250
6,MATH 140
6,MATH 310
6,MATH 650
6,MATH 320
6,MATH 450
6,MATH 570
6,MATH 640
6,MATH 250
6,MATH 340
6,MATH 160
6,MATH 400
6,MATH 690
6,MATH 100
6,MATH 730
6,MATH 230
6,MATH 420
6,MATH 670
6,MATH 200
6,MATH 170
6,MATH 110
6,MATH 460
6,MATH 410
6,MATH 490
6,MATH 440
6,MATH 280
6,MATH 580
6,MATH 630
6,MATH 600
6,MATH 390
6,MATH 660
6,MATH 540
6,MATH 370
6,MATH 510
6,MATH 180
6,MATH 500
6,MATH 290
6,MATH 520
6,EGN 100
6,EGN 740
6,EGN 700
6,EGN 130
6,EGN 160
6,EGN 410
6,EGN 310
6,EGN 430
6,EGN 120
6,EGN 520
6,EGN 210
6,EGN 270
6,EGN 350
6,EGN 460
6,EGN 590
6,EGN 140
6,EGN 420
6,EGN 780
6,EGN 330
6,EGN 390
6,EGN 720
6,EGN 380
6,EGN 550
6,EGN 370
6,EGN 610
6,EGN 790
6,EGN 450
6,EGN 730
6,PSYCH 420
6,PSYCH 510
6,PSYCH 520
6,PSYCH 250
6,PSYCH 290
6,PSYCH 680
6,PSYCH 480
6,PSYCH 700
6,PSYCH 460
6,PSYCH 630
6,PSYCH 100
6,PSYCH 640
6,PSYCH 180
6,PSYCH 690
6,PSYCH 160
6,PSYCH 600
6,PSYCH 730
6,PSYCH 540
6,PSYCH 390
6,PSYCH 280
6,PSYCH 220
6,PSYCH 130
6,PSYCH 610
6,PSYCH 330
6,PSYCH 530
6,PSYCH 650
6,PSYCH 750
6,PSYCH 550
6,PSYCH 320
6,PSYCH 300
6,PSYCH 350
6,PSYCH 340
6,PSYCH 720
6,PSYCH 770
6,PSYCH 440
6,PUPOL 330
6,PUPOL 120
6,PUPOL 370
6,PUPOL 730
6,PUPOL 280
6,PUPOL 200
6,PUPOL 620
6,PUPOL 490
6,PUPOL 680
6,PUPOL 380
6,PUPOL 170
6,PUPOL 500
6,PUPOL 630
6,PUPOL 320
6,PUPOL 430
6,PUPOL 560
6,PUPOL 160
6,PUPOL 290
6,PUPOL 110
6,PUPOL 540
6,PUPOL 360
6,PUPOL 450
6,PUPOL 250
6,PUPOL 140
6,PUPOL 720
6,PUPOL 600
6,PUPOL 460
6,PUPOL 190
6,PUPOL 520
6,PUPOL 310
6,PUPOL 770
6,PHILO 500
6,PHILO 260
6,PHILO 480
6,PHILO 360
6,PHILO 710
6,PHILO 440
6,PHILO 740
6,PHILO 470
6,PHILO 570
6,PHILO 610
6,PHILO 580
6,PHILO 640
6,PHILO 400
6,PHILO 240
6,PHILO 620
6,PHILO 780
6,PHILO 150
6,PHILO 320
6,PHILO 680
6,PHILO 280
6,PHILO 100
6,PHILO 550
6,PHILO 180
6,PHILO 720
6,PHILO 250
6,PHILO 330
6,PHILO 210
6,PHILO 750
6,PHILO 770
6,PHILO 390
