School_id,College_name,Program_name,Award_name,CIP 2010 TITLE SHORT
4,Brooklyn College,"Earth Science Teacher, Grades 7-12 (Pre-Service)",M.A.T.,Earth Science Teacher Education.
4,Brooklyn College,Actuarial Mathematics,B.S.,Computational and Applied Mathematics.
4,Brooklyn College,Financial Mathematics,B.S.,Financial Mathematics.
4,Brooklyn College,MHC-Actuarial Mathematics,B.S.,Computational and Applied Mathematics.
4,Brooklyn College,MHC-Financial Mathematics,B.S.,Financial Mathematics.
4,Brooklyn College,Chemistry,M.S.,"Chemistry, General."
4,Brooklyn College,"Public Accounting and Business, Management, and Finance",B.S.,Accounting.
4,Brooklyn College,Earth and Environmental Sciences,M.S.,"Geology/Earth Science, General."
4,Brooklyn College,Play Therapy,Adv. Cert. Post Master's,Clinical Child Psychology.
4,Brooklyn College,Museum Education,Adv. Cert. Post Bacc.,"Teacher Education and Professional Development, Specific Subject Areas, Other."
4,Brooklyn College,Screen Studies,M.A.,Film/Cinema/Video Studies.
4,Brooklyn College,Cinema Arts,M.F.A.,Film/Cinema/Video Studies.
4,Brooklyn College,Early Intervention and Parenting (Online Degree),Adv. Cert. Post Bacc.,"Special Education and Teaching, Other."
4,Brooklyn College,Music - Performance (30 credit),Adv. Dipl. Post Master's,"Music Performance, General."
4,Brooklyn College,Music - Performance (30 credit),Adv. Cert. Post Bacc.,"Music Performance, General."
4,Brooklyn College,Art Education,Adv. Cert. Post Master's,Art Teacher Education.
4,Brooklyn College,Finance,B.B.A.,"Finance, General."
4,Brooklyn College,MHC-Finance,B.B.A.,"Finance, General."
4,Brooklyn College,Sonic Arts,M.F.A.,Music Theory and Composition.
4,Brooklyn College,Media Scoring,M.F.A.,Music Theory and Composition.
4,Brooklyn College,Global and Contemporary Jazz,M.M.,Jazz/Jazz Studies.
4,Brooklyn College,MHC-Accounting,B.S.,Accounting.
4,Brooklyn College,MHC-American Studies,B.A.,American/United States Studies/Civilization.
4,Brooklyn College,MHC-Anthropology,B.A.,Anthropology.
4,Brooklyn College,MHC-Art,B.A.,"Fine/Studio Arts, General."
4,Brooklyn College,MHC-Art,B.F.A.,"Fine/Studio Arts, General."
4,Brooklyn College,MHC-Art History,B.A.,"Art History, Criticism and Conservation."
4,Brooklyn College,MHC-Biology,B.S.,"Biology/Biological Sciences, General."
4,Brooklyn College,MHC-Biology,B.A.,"Biology/Biological Sciences, General."
4,Brooklyn College,MHC-Broadcast Journalism,B.S.,Broadcast Journalism.
4,Brooklyn College,MHC-Business Administration,B.B.A.,"Business Administration and Management, General."
4,Brooklyn College,MHC-Business Management,B.S.,"Business Administration and Management, General."
4,Brooklyn College,MHC-Chemistry,B.A.,"Chemistry, General."
4,Brooklyn College,MHC-Chemistry,B.S.,"Chemistry, General."
4,Brooklyn College,MHC-Children and Youth Studies,B.A.,"Social Sciences, Other."
4,Brooklyn College,MHC-Communication,B.A.,"Communication, General."
4,Brooklyn College,MHC-Composition,Mus.B,Music Theory and Composition.
4,Brooklyn College,MHC-Computational Mathematics,B.S.,"Mathematics, General."
4,Brooklyn College,MHC-Computer Science,B.S.,Computer Science.
4,Brooklyn College,MHC-Creative Writing,B.F.A.,Creative Writing.
4,Brooklyn College,MHC-Economics,B.A.,"Economics, General."
4,Brooklyn College,MHC-English,B.A.,"English Language and Literature, General."
4,Brooklyn College,MHC-Urban Sustainability,B.A.,Environmental Studies.
4,Brooklyn College,MHC-Exercise Science,B.S.,Kinesiology and Exercise Science.
4,Brooklyn College,MHC-Film,B.A.,Cinematography and Film/Video Production.
4,Brooklyn College,MHC-French,B.A.,French Language and Literature.
4,Brooklyn College,MHC-Earth and Environmental Sciences,B.A.,"Geology/Earth Science, General."
4,Brooklyn College,MHC-Earth and Environmental Sciences,B.S.,"Geology/Earth Science, General."
4,Brooklyn College,MHC-Health and Nutrition Sciences,B.A.,"Dietetics and Clinical Nutrition Services, Other."
4,Brooklyn College,MHC-Health and Nutrition Sciences,B.S.,"Health Professions and Related Clinical Sciences, Other."
4,Brooklyn College,MHC-History,B.A.,"History, General."
4,Brooklyn College,MHC-Information Systems,B.S.,Information Science/Studies.
4,Brooklyn College,MHC-Journalism,B.A.,Journalism.
4,Brooklyn College,MHC-Judaic Studies,B.A.,Jewish/Judaic Studies.
4,Brooklyn College,MHC-Linguistics,B.A.,Linguistics.
4,Brooklyn College,MHC-Mathematics,B.A.,"Mathematics, General."
4,Brooklyn College,MHC-Mathematics,B.S.,"Mathematics, General."
4,Brooklyn College,MHC-Multimedia Computing,B.S.,"Web Page, Digital/Multimedia and Information Resources Design."
4,Brooklyn College,MHC-Music,B.A.,"Music, General."
4,Brooklyn College,MHC-Performance,Mus.B,"Music Performance, General."
4,Brooklyn College,MHC-Philosophy,B.A.,Philosophy.
4,Brooklyn College,MHC-Physics,B.S.,"Physics, General."
4,Brooklyn College,MHC-Physics,B.A.,"Physics, General."
4,Brooklyn College,MHC-Political Science,B.A.,"Political Science and Government, General."
4,Brooklyn College,MHC-Psychology,B.A.,"Psychology, General."
4,Brooklyn College,MHC-Psychology,B.S.,"Psychology, General."
4,Brooklyn College,MHC-Religion (Dual Major),B.A.,Religion/Religious Studies.
4,Brooklyn College,MHC-Sociology,B.A.,Sociology.
4,Brooklyn College,MHC-Spanish,B.A.,Spanish Language and Literature.
4,Brooklyn College,MHC-Communication Science & Disorders,B.A.,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
4,Brooklyn College,MHC-Speech Communication and Speech,B.A.,Speech Communication and Rhetoric.
4,Brooklyn College,MHC-Television and Radio,B.A.,Radio and Television.
4,Brooklyn College,MHC-Theatre,B.F.A.,"Drama and Dramatics/Theatre Arts, General."
4,Brooklyn College,MHC-Women's and Gender Studies,B.A.,Women's Studies.
4,Brooklyn College,MHC-Internal Accounting,B.S.,Accounting.
4,Brooklyn College,"MHC-Childhood Education Teacher, Grades 1-6",B.A.,Elementary Education and Teaching.
4,Brooklyn College,MHC-Early Childhood Education / Early Childhood Special Education,B.A.,Early Childhood Education and Teaching.
4,Brooklyn College,"MHC-English Teacher, Grades 7-12",B.A.,English/Language Arts Teacher Education.
4,Brooklyn College,"MHC-Mathematics Teacher, Grades 7-12",B.A.,Mathematics Teacher Education.
4,Brooklyn College,"MHC-Music Teacher, All Grades",Mus.B,Music Teacher Education.
4,Brooklyn College,MHC-Social Studies Teacher,B.A.,Social Studies Teacher Education.
4,Brooklyn College,Theatre,B.A.,"Drama and Dramatics/Theatre Arts, General."
4,Brooklyn College,Theatre,M.F.A.,"Drama and Dramatics/Theatre Arts, General."
4,Brooklyn College,Television and Radio,B.A.,Radio and Television.
4,Brooklyn College,Computer Science,M.A.,Computer Science.
4,Brooklyn College,Media Studies,M.S.,Mass Communication/Media Studies.
4,Brooklyn College,Speech - Language Pathology,M.S.,Speech-Language Pathology/Pathologist.
4,Brooklyn College,Audiology,M.S.,Audiology/Audiologist.
4,Brooklyn College,Community Health,M.A.,"Public Health, General."
4,Brooklyn College,Judaic Studies,M.A.,Jewish/Judaic Studies.
4,Brooklyn College,School Psychologist,Adv. Cert. Post Master's,School Psychology.
4,Brooklyn College,Journalism,B.A.,Journalism.
4,Brooklyn College,Speech Communication and Speech,B.A.,Speech Communication and Rhetoric.
4,Brooklyn College,Art History,B.A.,"Art History, Criticism and Conservation."
4,Brooklyn College,Caribbean Studies (Dual Major),B.A.,Caribbean Studies.
4,Brooklyn College,Religion (Dual Major),B.A.,Religion/Religious Studies.
4,Brooklyn College,Computers and Programming,Cert. < 30 Credits,Data Processing and Data Processing Technology/Technician.
4,Brooklyn College,Art,B.F.A.,"Fine/Studio Arts, General."
4,Brooklyn College,Liberal Studies,M.A.,Liberal Arts and Sciences/Liberal Studies.
4,Brooklyn College,Achievement in Accounting,Cert. < 30 Credits,Accounting Technology/Technician and Bookkeeping.
4,Brooklyn College,Early Childhood Education Teacher N-2,B.A.,Elementary Education and Teaching.
4,Brooklyn College,Theatre,B.F.A.,"Drama and Dramatics/Theatre Arts, General."
4,Brooklyn College,Sport Management,M.S.,Sport and Fitness Administration/Management.
4,Brooklyn College,Elementary Educ Bilingual Ed Tchr (1-6),B.A.,Elementary Education and Teaching.
4,Brooklyn College,Journalism and Media Studies,B.S.,Broadcast Journalism.
4,Brooklyn College,Television Production,M.F.A.,Radio and Television.
4,Brooklyn College,Business Management,B.S.,"Business Administration and Management, General."
4,Brooklyn College,Communication Sciences and Disorders,B.A.,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
4,Brooklyn College,Early Childhood Education N-2,M.S. in Ed.,Elementary Education and Teaching.
4,Brooklyn College,Health and Nutrition Sciences,B.A.,"Dietetics and Clinical Nutrition Services, Other."
4,Brooklyn College,Health and Nutrition Sciences,B.S.,"Dietetics and Clinical Nutrition Services, Other."
4,Brooklyn College,Nutrition,M.S.,"Foods, Nutrition, and Wellness Studies, General."
4,Brooklyn College,Health Informatics,M.S.,Medical Informatics.
4,Brooklyn College,Creative Writing,B.F.A.,Creative Writing.
4,Brooklyn College,Film Production,Cert. >= 30 Credits,Cinematography and Film/Video Production.
4,Brooklyn College,Music - Composition,M.M.,Music Theory and Composition.
4,Brooklyn College,Music - Performance,M.M.,"Music Performance, General."
4,Brooklyn College,Accounting,M.A.,Accounting.
4,Brooklyn College,Accounting,M.S.,Accounting.
4,Brooklyn College,Information Systems,M.S.,Information Science/Studies.
4,Brooklyn College,Exercise and Sport Science,M.S.,Kinesiology and Exercise Science.
4,Brooklyn College,Experimental Psychology,M.A.,Experimental Psychology.
4,Brooklyn College,Industrial and Organizational Psychology - Group Processes and Organizational Behavior,M.A.,Industrial and Organizational Psychology.
4,Brooklyn College,Industrial and Organizational Psychology - Personnel and Human Resources,M.A.,Industrial and Organizational Psychology.
4,Brooklyn College,Internal Accounting,B.S.,Accounting.
5,College of Staten Island,Accounting,M.S.,Accountng.
5,College of Staten Island,Accounting,B.S.,Accountng.
5,College of Staten Island,African and African Diaspora Studies,B.A.,African and African Diaspora Studies
5,College of Staten Island,American Studies,B.A.,American Studies.
5,College of Staten Island,Art - Studio Art,B.A.,Performaing and Creative Arts
5,College of Staten Island,Art - Photograhy,B.A.,Performaing and Creative Arts
5,College of Staten Island,Art ,B.F.A.,Performaing and Creative Arts
5,College of Staten Island,Biochemsitry,B.S.,Biology
5,College of Staten Island,Biology 7-12,B.S.,Adolencense Education
5,College of Staten Island,Biology ,B.S.,Biology
5,College of Staten Island,Biology - General,M.S.,Biology
5,College of Staten Island,Biology - Biotechnology,M.S.,Biology
5,College of Staten Island,Business - Accounting ,A.A.S.,Business
5,College of Staten Island,Business - Finance,A.A.S.,Business
5,College of Staten Island,Business - Information Systems,A.A.S.,Business
5,College of Staten Island,Business - International Business,A.A.S.,Business
5,College of Staten Island,Business - Marketing ,A.A.S.,Business
5,College of Staten Island,Business - Management,A.A.S.,Business
5,College of Staten Island,Business Management - Strategic Management,M.S.,Business
5,College of Staten Island,Business Management - Large-Scale Data Analytics,M.S.,Business
5,College of Staten Island,Chemistry 7-12,B.S.,Adolencense Education
5,College of Staten Island,Chemistry ,B.S.,Chemsitry
5,College of Staten Island,Chemistry ,A.C.S.,Chemsitry
5,College of Staten Island,Clinical Mental Health Counseling,M.A.,Pyschology 
5,College of Staten Island,Cinema Studies - Critcal Studies,B.A.,Media and Culture
5,College of Staten Island,Cinema Studies - Production,B.A.,Media and Culture
5,College of Staten Island,Communications - Media Studies,B.S.,Media and Culture
5,College of Staten Island,Communications - Corportate Communications,B.S.,Media and Culture
5,College of Staten Island,Communications - Design and Digital Media,B.S.,Media and Culture
5,College of Staten Island,Communications - Journalism,B.S.,Media and Culture
5,College of Staten Island,Computer Science,B.S.,Computer Science.
5,College of Staten Island,Computer Science,M.S.,Computer Science.
5,College of Staten Island,Computer Science - Mathematics,B.S.,Computer Science
5,College of Staten Island,Computer Technology,A.A.S.,Computer Science and Computer Technology.
5,College of Staten Island,Drama,B.S.,Performaing and Creative Arts
5,College of Staten Island,Earth and Environmental Science,B.S.,Earth and Environmental Science
5,College of Staten Island,Earth Scinece 7-12,B.S.,Adolescence Education
5,College of Staten Island,Economics,B.A.,Economics
5,College of Staten Island,Economics,B.S.,Economics
5,College of Staten Island,Economics - Business,B.S.,Economics
5,College of Staten Island,Economics - Finance,B.S.,Economics
5,College of Staten Island,Education - Science in Childhood Education,M.S.E.d.,Early Childhood Education
5,College of Staten Island,Education - Science in Adolescence Education 7-12,M.S.E.d.,Adolescence Education
5,College of Staten Island,Education - Science in Special Education Childhood,M.S.E.d.,Early Childhood Education
5,College of Staten Island,Education - Science in Special Education Adolescence Generalist,M.S.E.d.,Adolescence Education
5,College of Staten Island,Education - Teaching of English to Speakers of Other Languages,M.S.E.d.,Adolescence Education
5,College of Staten Island,Eletrical Engineering,B.S.,Engingeering and Enviormental Science
5,College of Staten Island,Eletrical Engineering,M.E.,Engingeering and Enviormental Science
5,College of Staten Island,Engineering Science,A.S.,Engingeering and Enviormental Science
5,College of Staten Island,Engineering Science - Computer Engineering,B.S.,Engingeering and Enviormental Science
5,College of Staten Island,Engineering Science - Mechanical Engineering,B.S.,Engingeering and Enviormental Science
5,College of Staten Island,English ,M.A.,English
5,College of Staten Island,English 7-12,B.A.,Adolescence Education
5,College of Staten Island,English - Literature,B.A.,English
5,College of Staten Island,English - Writing,B.A.,English
5,College of Staten Island,English - Linguistics,B.A.,English
5,College of Staten Island,English - Dramatic Literature,B.A.,English
5,College of Staten Island,Enviornmental Science ,M.S.,Enviornmental Sceinces
5,College of Staten Island,Geography,B.A.,Geography
5,College of Staten Island,Healthcare Mangement ,M.S.,Pyschology 
5,College of Staten Island,History,B.A.,History
5,College of Staten Island,History,M.A.,History
5,College of Staten Island,History 7-12,B.A.,Adolescence Education
5,College of Staten Island,Information Systems and Informatics,B.S.,Information Systems and Informatics
5,College of Staten Island,International Studies,B.A.,International Studies
5,College of Staten Island,Italian Studies 7-12,B.A.,Adolencense Education
5,College of Staten Island,Italian Studies ,B.A.,World Languages and Literature
5,College of Staten Island,Liberal Arts and Sceinces,A.A.,Liberal Arts and Sciences
5,College of Staten Island,Liberal Arts and Sceinces,A.S.,Liberal Arts and Sciences
5,College of Staten Island,Liberal Studies,M.A.,Liberal Arts and Sciences
5,College of Staten Island,Mathematics 7-12,B.S.,Adolescence Education
5,College of Staten Island,Mathematics ,B.S.,Science and Technology
5,College of Staten Island,Medical Laboratory Sciences,B.S.,Science and Technology
5,College of Staten Island,Music,B.A.,Performing and Creative Arts
5,College of Staten Island,"Music - Classical Performance, Theory, and Literature",B.S.,Performing and Creative Arts
5,College of Staten Island,Music - Music Technology,B.S.,Performing and Creative Arts
5,College of Staten Island,Neuroscience,M.A.,Psychology
5,College of Staten Island,Nursing,A.A.S.,Nursing
5,College of Staten Island,Nursing,B.S.,Nursing
5,College of Staten Island,Nursing - Adult-Gerotological Health,M.S.,Nursing
5,College of Staten Island,Philosophy,B.A.,Philosophy
5,College of Staten Island,Philosophy and Political Science,B.A.,Philosophy
5,College of Staten Island,Physics 7-12,B.S.,Adolescence Education
5,College of Staten Island,Physics ,B.S.,Physics and Astronony
5,College of Staten Island,Political Science,B.A.,Political Science and Global Affairs
5,College of Staten Island,Pyschology ,B.A.,Psychology
5,College of Staten Island,Pyschology ,B.S.,Pyschology 
5,College of Staten Island,"Scieence, Letters, and Soceity 1-6",B.A.,Childhood Education
5,College of Staten Island,"Scieence, Letters, and Soceity",B.A.,Childhood Education
5,College of Staten Island,"Scieence, Letters, and Soceity Birth-2",B.A.,Early Childhood Education.
5,College of Staten Island,Social Work,B.S.,Social Work
5,College of Staten Island,Social Work,M.S.W.,Social Work
5,College of Staten Island,Sociology/Anthropology ,B.A.,Sociology and Anthropology
5,College of Staten Island,Spanish 7-12,B.A.,Adolescence Education
5,College of Staten Island,Spanish,B.A.,World Languages and Literature
5,College of Staten Island,Women's Gender and Sexuality Studies,B.A.,Women's Gender and Sexuality Studies
6,Guttman Community College,Business Administration,A.A.,"Business Administration and Management, General."
6,Guttman Community College,Human Services,A.A.,"Human Services, General."
6,Guttman Community College,Information Technology,A.A.S.,Information Technology.
6,Guttman Community College,Liberal Arts and Sciences,A.A.,Liberal Arts and Sciences/Liberal Studies.
6,Guttman Community College,Urban Studies,A.A.,Urban Studies/Affairs.
7,Hostos Community College,Liberal Arts and Sciences,A.A.,Liberal Arts and Sciences/Liberal Studies.
7,Hostos Community College,Liberal Arts and Sciences,A.S.,Physical Sciences.
7,Hostos Community College,Accounting,A.A.S.,Accounting Technology/Technician and Bookkeeping.
7,Hostos Community College,Office Technology,A.A.S.,"Administrative Assistant and Secretarial Science, General."
7,Hostos Community College,Dental Hygiene,A.A.S.,Dental Hygiene/Hygienist.
7,Hostos Community College,Radiologic Technology,A.A.S.,Medical Radiologic Technology/Science - Radiation Therapist.
7,Hostos Community College,Office Administration and Technology - Medical Office Manager,A.A.S.,Medical/Clinical Assistant.
7,Hostos Community College,Public Administration,A.A.S.,Public Administration.
7,Hostos Community College,Early Childhood Education (Online Degree),A.A.S.,Teacher Assistant/Aide.
7,Hostos Community College,Public Interest Paralegal Studies,A.A.S.,Legal Assistant/Paralegal.
7,Hostos Community College,Practical Nursing,Cert. >= 30 Credits,Licensed Practical/Vocational Nurse Training.
7,Hostos Community College,Electrical Engineering Science,A.S.,Electrical and Electronics Engineering
7,Hostos Community College,Civil Engineering Science,A.S.,"Civil Engineering, General."
7,Hostos Community College,Community Health,A.S.,Community Health Services/Liaison/Counseling.
7,Hostos Community College,Community Health,Cert. < 30 Credits,Community Health Services/Liaison/Counseling.
7,Hostos Community College,Chemical Engineering Science,A.S.,Chemical Engineering.
7,Hostos Community College,Business Information Systems,Cert. < 30 Credits,"Management Information Systems, General."
7,Hostos Community College,Mathematics,A.S.,"Mathematics, General."
7,Hostos Community College,Science for Forensic Science,A.S.,Forensic Science and Technology.
7,Hostos Community College,Criminal Justice,A.A.,Criminal Justice/Law Enforcement Administration.
7,Hostos Community College,Digital Music,A.A.S.,Music Technology.
7,Hostos Community College,Digital Design and Animation,A.A.S.,"Animation, Interactive Technology, Video Graphics and Special Effects."
7,Hostos Community College,Accounting,A.S.,Accounting Technology/Technician and Bookkeeping.
7,Hostos Community College,Mechanical Engineering Science,A.S.,Mechanical Engineering.
7,Hostos Community College,Accounting for Forensic Accounting,A.S.,Accounting.
7,Hostos Community College,Police Science,A.S.,Criminal Justice/Police Science.
7,Hostos Community College,Game Design,A.A.S.,Game and Interactive Media Design.
7,Hostos Community College,Food Studies,A.S.,"Foods, Nutrition, and Wellness Studies, General."
7,Hostos Community College,Office Assistant,Cert. >= 30 Credits,"Administrative Assistant and Secretarial Science, General."
7,Hostos Community College,Business Management,A.S.,"Business Administration and Management, General."
7,Hostos Community College,Nursing,A.A.S.,Registered Nursing/Registered Nurse.
7,Hostos Community College,Aging and Health Studies,A.A.S.,Adult Development and Aging.
7,Hostos Community College,Microcomputers for Business,A.A.S.,Data Processing and Data Processing Technology/Technician.
8,Hunter College,Russian Area Studies,M.A.,Russian Studies.
8,Hunter College,Adult-Gerontology Clinical Nurse Specialist,M.S.,Adult Health Nurse/Nursing.
8,Hunter College,English Literature,B.A.,"English Language and Literature, General."
8,Hunter College,Music (25 Credit Major),B.A.,"Music Performance, General."
8,Hunter College,Nursing,B.S.,Registered Nursing/Registered Nurse.
8,Hunter College,Latin and Greek,B.A.,"Classics and Classical Languages, Literatures, and Linguistics, General."
8,Hunter College,Urban Planning,M.U.P.,Urban Studies/Affairs.
8,Hunter College,Jewish Studies,B.A.,Jewish/Judaic Studies.
8,Hunter College,Latin American and Caribbean Studies,B.A.,Latin American Studies.
8,Hunter College,Biological Sciences,M.A.,"Biology/Biological Sciences, General."
8,Hunter College,Biochemistry,M.A.,Biochemistry.
8,Hunter College,Environmental Science Studies,B.A.,Environmental Science.
8,Hunter College,Accounting,B.S.,Accounting.
8,Hunter College,Computer Science,B.A.,Computer Science.
8,Hunter College,Teacher of the Blind and Visually Handicapped,M.S. in Ed.,Education/Teaching of Individuals with Vision Impairments Including Blindness.
8,Hunter College,School Counselor,M.S. in Ed.,Counselor Education/School Counseling and Guidance Services.
8,Hunter College,"Physical Education ""K-12"" Teacher",B.S.,Physical Education Teaching and Coaching.
8,Hunter College,Art,B.F.A.,"Fine/Studio Arts, General."
8,Hunter College,Art History,M.A.,"Art History, Criticism and Conservation."
8,Hunter College,Music,B.A.,"Music Performance, General."
8,Hunter College,"Music Teacher, All Grades",M.A.,Music Teacher Education.
8,Hunter College,Theatre and Film,B.A.,"Drama and Dramatics/Theatre Arts, General."
8,Hunter College,Dance,B.A.,Drama and Dance Teacher Education.
8,Hunter College,Romance Languages,B.A.,"Romance Languages, Literatures, and Linguistics, General."
8,Hunter College,French,B.A.,French Language and Literature.
8,Hunter College,French,M.A.,French Language and Literature.
8,Hunter College,German,B.A.,German Language and Literature.
8,Hunter College,Italian,M.A.,Italian Language and Literature.
8,Hunter College,Italian,B.A.,Italian Language and Literature.
8,Hunter College,Spanish,M.A.,Spanish Language and Literature.
8,Hunter College,Spanish,B.A.,Spanish Language and Literature.
8,Hunter College,Russian,B.A.,Russian Language and Literature.
8,Hunter College,Chinese Language and Literature,B.A.,Chinese Language and Literature.
8,Hunter College,Latin,B.A.,Latin Language and Literature.
8,Hunter College,Greek,B.A.,Ancient/Classical Greek Language and Literature.
8,Hunter College,Hebrew,B.A.,Hebrew Language and Literature.
8,Hunter College,Public Health,B.S.,Public Health Education and Promotion.
8,Hunter College,Speech Language Pathology,M.S.,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
8,Hunter College,Medical Laboratory Science - Biomedical Science,B.S.,Clinical Laboratory Science/Medical Technology/Technologist.
8,Hunter College,Environmental Health Science,B.S.,Environmental Health.
8,Hunter College,English,B.A.,"English Language and Literature, General."
8,Hunter College,English,M.A.,"English Language and Literature, General."
8,Hunter College,English Language Arts,B.A.,"English Language and Literature, General."
8,Hunter College,"Literature, Language, and Theory",M.A.,English Literature (British and Commonwealth).
8,Hunter College,Comparative Literature,B.A.,Comparative Literature.
8,Hunter College,Classical Studies,B.A.,"Classics and Classical Languages, Literatures, and Linguistics, General."
8,Hunter College,Philosophy,B.A.,Philosophy.
8,Hunter College,Religion,B.A.,Religion/Religious Studies.
8,Hunter College,Mathematics,B.A.,"Mathematics, General."
8,Hunter College,Mathematics,M.A.,"Mathematics, General."
8,Hunter College,Statistics,B.A.,"Statistics, General."
8,Hunter College,Physics,B.A.,"Physics, General."
8,Hunter College,Physics,M.A.,"Physics, General."
8,Hunter College,Psychology,B.A.,"Psychology, General."
8,Hunter College,Psychology,M.A.,"Psychology, General."
8,Hunter College,Social Work,M.S.W.,Social Work.
8,Hunter College,Anthropology,B.A.,Anthropology.
8,Hunter College,Anthropology,M.A.,Anthropology.
8,Hunter College,Archaeology (Interdepartmental),B.A.,Archeology.
8,Hunter College,Archaeology,B.A.,Archeology.
8,Hunter College,Economics,B.A.,"Economics, General."
8,Hunter College,Economics,M.A.,"Economics, General."
8,Hunter College,History,B.A.,"History, General."
8,Hunter College,History,M.A.,"History, General."
8,Hunter College,Geography,B.A.,Geography.
8,Hunter College,Political Science,B.A.,"Political Science and Government, General."
8,Hunter College,Sociology,B.A.,Sociology.
8,Hunter College,Social Research,M.S.,Sociology.
8,Hunter College,International Affairs,B.A.,International Relations and Affairs.
8,Hunter College,Africana and Puerto Rican/Latino Studies,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
8,Hunter College,Urban Policy and Leadership,M.S.,Urban Studies/Affairs.
8,Hunter College,Urban Studies,B.A.,Urban Studies/Affairs.
8,Hunter College,Special Honors Program,B.A.,Biological and Physical Sciences.
8,Hunter College,Theatre,M.A.,"Drama and Dramatics/Theatre Arts, General."
8,Hunter College,Music,Mus.B,"Music Performance, General."
8,Hunter College,Adult Nurse Practitioner,M.S.,Adult Health Nurse/Nursing.
8,Hunter College,Creative Writing,M.F.A.,Creative Writing.
8,Hunter College,Teaching of the Blind and Visually Impaired,Adv. Cert. Post Master's,Education/Teaching of Individuals with Vision Impairments Including Blindness.
8,Hunter College,"Literacy Teacher, Birth to Grade 6",M.S. in Ed.,Reading Teacher Education.
8,Hunter College,Teaching English to Speakers of Other Languages,M.A.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
8,Hunter College,"Early Childhood Teacher, Birth to Grade 2",M.S. in Ed.,Early Childhood Education and Teaching.
8,Hunter College,Geographic Information Systems,Adv. Cert. Post Bacc.,Geography.
8,Hunter College,Medical Laboratory Sciences,B.S.,Clinical Laboratory Science/Medical Technology/Technologist.
8,Hunter College,Biological Sciences,B.A.,"Biology/Biological Sciences, General."
8,Hunter College,Teacher of Students with Speech and Language Disabilities,M.S.,Education/Teaching of Individuals with Speech or Language Impairments.
8,Hunter College,"Music Teacher, All Grades (Alternative Transitional B Certification)",M.A.,Music Teacher Education.
8,Hunter College,"Childhood Education, Grades 1-6",M.S. in Ed.,Elementary Education and Teaching.
8,Hunter College,"Childhood Education, Grades 1-6 (Alternative Transitional B Certification)",M.S. in Ed.,Elementary Education and Teaching.
8,Hunter College,"Earth Science Teacher, Grades 7-12",M.A.,Earth Science Teacher Education.
8,Hunter College,"Earth Science Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Earth Science Teacher Education.
8,Hunter College,"Biology Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Biology Teacher Education.
8,Hunter College,"Biology Teacher, Grades 7-12",M.A.,Biology Teacher Education.
8,Hunter College,"Chemistry Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Chemistry Teacher Education.
8,Hunter College,"Chemistry Teacher, Grades 7-12",M.A.,Chemistry Teacher Education.
8,Hunter College,"Physics Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Physics Teacher Education.
8,Hunter College,"Physics Teacher, Grades 7-12",M.A.,Physics Teacher Education.
8,Hunter College,"Mathematics 1 Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Mathematics Teacher Education.
8,Hunter College,"Mathematics 1 Teacher, Grades 7-12",M.A.,Mathematics Teacher Education.
8,Hunter College,"Social Studies Teacher, Grades 7-12",M.A.,Social Studies Teacher Education.
8,Hunter College,"English Teacher, Grades 7-12",M.A.,English/Language Arts Teacher Education.
8,Hunter College,"Latin Teacher, Grades 7-12",M.A.,Latin Teacher Education.
8,Hunter College,"Spanish Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Spanish Language Teacher Education.
8,Hunter College,"Spanish Teacher, Grades 7-12",M.A.,Spanish Language Teacher Education.
8,Hunter College,"Italian Teacher, Grades 7-12",M.A.,Foreign Language Teacher Education.
8,Hunter College,"French Teacher, Grades 7-12",M.A.,French Language Teacher Education.
8,Hunter College,Childhood Education with Bilingual Extension (Spanish/English) (Alternative Transitional B Certification),M.S. in Ed.,Elementary Education and Teaching.
8,Hunter College,Childhood Education with Bilingual Extension (Spanish/English),M.S. in Ed.,Elementary Education and Teaching.
8,Hunter College,Music,B.A.,Music Teacher Education.
8,Hunter College,"Adolescent Education: Mathematics, Grades 7-12",B.A.,Mathematics Teacher Education.
8,Hunter College,"Adolescent Education: Mathematics, Grades 7-12",M.A.,Mathematics Teacher Education.
8,Hunter College,"French Teacher, Grades 7-12",B.A.,French Language and Literature.
8,Hunter College,"Italian Teacher, Grades 7-12",B.A.,Italian Language and Literature.
8,Hunter College,"Spanish Teacher, Grades 7-12",B.A.,Spanish Language and Literature.
8,Hunter College,"Chinese Teacher, Grades 7-12",B.A.,Foreign Language Teacher Education.
8,Hunter College,"English Teacher, Grades 7-12",B.A.,English/Language Arts Teacher Education.
8,Hunter College,"Social Studies and History Teacher, Grades 7-12",B.A.,Social Studies Teacher Education.
