FacultyId,DeptId,Year
1020,647,2004
1021,294,2020
1022,379,2001
1023,239,2017
1023,338,2020
1023,512,2016
1023,772,2011
1024,578,1996
1025,747,2018
1026,600,2018
1026,570,2020
1026,214,2017
1027,258,2020
1027,84,2020
1028,264,2018
1029,22,2020
1029,202,2017
1029,600,2018
1029,610,2018
1030,713,2005
1030,561,2014
1030,658,2012
1030,139,2004
1030,330,2005
1031,707,2016
1032,175,2015
1032,347,2006
1032,120,2011
1032,519,2013
1032,284,2015
1033,139,2018
1033,411,2014
1033,607,2014
1033,32,2020
1033,89,2020
1033,169,2014
1034,242,2019
1034,301,2019
1034,613,2018
1034,715,2020
1034,35,2018
1035,266,1997
1035,102,2006
1035,16,1998
1036,392,2020
1036,645,2019
1036,692,2012
1036,313,2014
1037,421,1997
1037,323,2012
1037,768,2001
1037,435,2010
1037,474,2000
1037,711,2020
1038,229,2018
1038,156,2017
1038,166,2019
1038,672,2020
1039,88,2006
1039,278,2016
1039,528,2006
1039,148,2007
1039,94,2016
1040,139,2015
1040,427,2019
1040,207,2015
1040,475,2009
1040,270,2019
1041,472,2011
1041,582,2016
1042,218,2019
1042,393,2015
1042,753,2017
1042,79,2018
1043,529,2010
1043,785,2020
1044,728,2014
1044,232,2012
1044,246,2019
1044,754,2016
1044,386,2017
1045,666,2010
1046,614,2017
1046,786,2013
1046,769,2019
1047,156,2008
1047,398,1995
1047,697,2002
1047,527,2011
1047,263,2013
1047,38,2014
1048,56,2007
1048,795,2011
1048,761,2004
1048,456,2005
1048,142,2019
1048,110,2003
1049,724,2020
1049,835,2020
1049,670,2020
1049,576,2020
1049,713,2020
1049,376,2020
1050,608,2020
1050,777,2011
1050,602,2015
1050,197,2009
1051,92,2020
1051,237,2016
1051,328,2012
1052,814,2014
1053,722,2012
1054,366,2017
1054,541,2012
1054,107,2018
1054,9,2012
1054,471,2012
1055,522,2007
1055,597,2015
1055,828,2019
1056,33,2018
1056,567,2019
1056,433,2018
1056,237,2019
1056,604,2017
1057,625,2007
1058,166,2018
1058,215,2019
1058,533,2018
1059,48,2017
1059,251,2014
1059,837,2012
1060,573,2017
1060,463,2020
1061,818,2013
1061,185,2019
1062,288,2020
1062,612,2020
1062,292,2020
1062,474,2020
1063,635,2020
1063,589,2020
1063,578,2019
1063,522,2019
1063,136,2019
1064,167,1996
1065,639,2020
1065,532,2020
1066,738,2013
1067,382,2014
1067,414,1996
1067,298,2014
1067,832,2005
1067,312,1998
1067,207,2005
1068,223,2005
1068,329,2006
1069,142,2010
1069,358,2004
1070,283,2006
1070,313,2017
1071,440,2008
1071,496,2008
1071,280,2013
1071,412,2012
1071,824,2007
1072,758,2016
1072,200,2010
1072,682,2016
1072,127,2005
1073,837,2019
1073,284,2016
1073,438,2013
1073,465,2019
1074,789,2020
1075,591,2020
1075,102,2018
1076,748,2012
1076,502,2016
1076,762,2019
1076,590,2011
1077,19,2010
1077,312,2013
1078,794,2014
1078,21,2009
1078,160,2007
1078,326,2019
1078,502,2002
1078,494,2001
1079,695,2020
1079,111,2020
1080,519,2013
1080,657,2016
1081,152,2018
1081,171,2010
1081,487,2012
1081,378,2018
1081,159,2018
1082,792,1994
1082,103,2014
1083,57,2013
1083,659,2019
1083,805,2006
1083,311,2016
1083,142,2016
1084,602,2006
1084,173,1998
1084,150,2004
1085,757,2019
1085,780,2019
1085,295,2017
1085,130,2019
1086,244,2019
1087,2,1999
1088,543,2016
1088,350,2020
1088,151,2019
1089,567,2019
1089,273,2019
1089,163,2019
1089,575,2019
1089,144,2020
1089,629,2019
1090,589,2020
1090,777,2019
1090,572,2020
1090,154,2019
1090,588,2019
1090,219,2020
1091,485,2007
1091,291,2009
1092,178,1991
1092,410,1999
1092,247,2016
1092,149,2005
1093,160,2019
1093,77,2018
1093,437,2015
1093,89,2011
1093,185,2006
1093,800,2013
1094,692,2011
1094,828,2012
1094,46,2016
1094,433,2019
1095,571,2016
1095,800,2007
1095,361,2011
1095,825,2009
1095,808,2015
1095,550,2006
1096,621,1998
1096,361,1998
1096,485,2019
1096,300,2011
1097,200,2009
1097,634,1999
1097,409,2014
1097,313,2006
1098,43,2011
1098,258,2013
1098,732,2012
1098,811,2014
1098,809,2014
1099,8,2018
1100,819,2020
1100,41,2020
1100,540,2020
1100,132,2020
1101,340,2012
1101,402,2010
1101,824,2018
1102,547,2015
1102,835,2016
1102,491,2011
1102,466,2011
1102,313,2014
1102,664,2008
1103,571,2020
1103,372,2019
1104,651,2018
1104,663,2019
1104,643,2004
1104,373,2003
1104,630,2006
1104,668,2018
1105,205,2020
1105,391,2020
1106,98,2009
1106,527,2017
1106,681,2018
1106,393,2004
1106,261,2017
1106,202,2004
1107,232,2019
1107,48,2019
1107,767,2018
1107,646,2020
1108,639,2012
1108,332,2017
1108,420,2010
1109,286,1999
1109,368,1997
1110,658,2020
1111,38,2007
1111,616,2018
1111,324,2013
1111,795,2007
1111,763,2007
1112,521,2011
1112,272,2014
1112,420,2009
1113,97,2020
1113,28,2020
1114,386,2005
1114,422,2003
1115,382,2005
1115,214,2000
1115,794,1992
1115,487,2012
1116,315,2020
1116,237,2019
1116,628,2020
1116,383,2020
1116,244,2020
1116,129,2020
1117,794,2019
1117,163,2019
1117,830,2020
1118,500,2014
1119,662,2010
1120,383,2020
1120,212,2017
1120,195,2016
1120,836,2009
1120,177,2010
1120,782,2014
1121,747,2010
1121,385,2016
1121,545,2002
1122,103,2017
1122,773,2017
1122,813,2008
1123,625,2018
1123,579,2019
1124,599,2016
1124,38,2012
1125,724,2011
1125,242,2006
1125,339,2003
1125,317,2011
1125,371,2002
1125,333,2020
1126,441,1999
1126,22,2001
1126,428,2004
1126,209,2005
1126,702,2009
1127,829,2006
1127,728,2015
1128,757,2002
1128,429,2012
1128,122,2005
1128,204,2016
1128,441,2008
1129,328,2003
1129,256,2014
1129,29,2001
1129,58,2008
1129,98,2019
1129,230,1996
1130,648,2020
1130,167,2019
1130,662,2020
1130,203,2020
1130,779,2020
1131,107,2020
1131,833,2015
1131,802,2020
1131,72,2014
1132,232,2014
1132,326,2012
1132,172,2001
1132,193,2004
1133,97,2006
1133,108,2016
1133,211,2017
1134,77,2013
1134,658,2019
1134,624,2009
1134,627,2002
1134,459,2005
1134,773,2006
1135,181,2017
1135,354,2019
1136,680,2020
1136,147,2020
1136,547,2020
1137,457,2010
1138,238,2020
1138,141,2020
1138,570,2020
1139,680,2007
1139,827,2008
1140,767,2006
1140,776,2000
1140,349,2006
1140,21,2016
1141,647,2020
1141,287,2020
1141,255,2020
1142,712,2002
1142,718,2009
1142,157,2006
1142,205,2019
1143,709,2019
1143,152,1999
1143,413,1992
1143,105,2008
1143,837,1992
1144,176,2015
1144,39,2016
1144,451,2006
1144,457,2007
1144,720,2020
1145,827,2001
1146,112,2000
1146,669,1998
1146,689,2007
1146,611,1998
1147,560,2002
1147,355,2001
1147,190,2016
1147,228,2011
1148,796,2002
1148,825,2001
1148,499,2014
1149,636,2006
1149,553,2007
1149,799,2007
1150,348,2014
1151,107,2020
1151,115,2014
1151,461,2016
1151,168,2019
1151,81,2016
1152,202,2017
1152,410,2017
1152,270,2020
1152,494,2019
1153,187,2000
1153,701,1995
1153,663,1999
1153,709,2014
1153,694,2018
1153,236,2014
1154,832,2011
1154,362,2011
1154,240,2016
1154,194,1994
1154,380,2015
1155,520,2019
1155,177,2009
1155,382,1997
1155,287,1997
1155,203,1998
1155,794,2000
1156,536,2018
1156,752,2005
1156,4,2010
1156,493,1995
1156,567,2000
1157,582,2020
1157,354,2010
1157,352,2008
1158,265,2018
1158,771,2014
1158,592,2020
1158,238,2018
1158,358,2016
1159,331,2001
1159,120,2015
1160,666,2013
1160,730,2018
1160,402,2016
1160,224,2014
1160,604,2020
1160,291,2020
1161,94,2017
1161,772,2017
1161,499,2012
1161,740,2006
1162,506,2008
1163,670,2012
1163,253,2019
1164,178,2006
1164,2,2009
1164,744,2011
1164,366,2007
1164,14,2019
1165,179,1993
1165,373,2005
1166,715,2019
1166,574,2020
1167,546,2005
1168,102,2015
1168,399,2010
1168,287,2016
1169,26,2004
1170,828,2016
1170,599,2014
1171,653,2005
1171,744,1995
1171,506,1997
1171,220,1999
1171,660,2006
1171,107,2015
1172,486,2019
1172,158,2019
1172,127,2018
1172,59,2019
1172,566,2019
1172,809,2017
1173,330,2007
1173,396,2016
1173,669,2010
1173,157,2008
1174,266,2020
1174,323,2020
1174,324,2020
1174,52,2020
1174,785,2020
1174,747,2020
1175,359,2016
1175,485,2015
1175,282,2015
1175,310,2020
1175,125,2016
1175,605,2013
1176,655,2011
1176,838,2007
1176,189,2014
1177,255,2019
1178,158,1997
1178,157,2014
1178,564,2009
1178,483,2000
1179,646,2014
1180,144,2018
1180,700,2018
1180,225,2020
1180,277,2018
1180,740,2019
1180,208,2020
1181,774,2017
1181,337,2013
1181,110,2015
1181,140,2013
1181,517,2016
1182,661,2018
1182,671,2015
1182,135,2018
1182,197,2018
1182,60,2015
1183,107,2012
1183,526,2015
1184,221,1996
1184,464,1995
1184,683,2018
1184,349,1992
1184,261,1993
1185,516,2020
1186,504,2006
1186,198,2008
1186,345,2006
1187,280,2005
1187,138,2012
1187,184,1996
1187,832,2010
1187,634,2000
1188,761,2007
1188,661,2014
1188,119,2017
1188,481,1998
1188,577,2016
1188,233,2006
1189,245,2020
1189,424,2017
1189,303,2016
1189,308,2019
1190,327,2008
1190,641,2007
1190,729,2014
1190,596,2017
1190,338,2015
1191,51,2007
1191,509,2011
1191,58,2014
1191,738,2019
1191,637,2007
1191,409,2020
1192,693,2016
1192,126,2015
1192,472,2017
1192,261,2011
1192,309,2016
1192,125,2015
1193,391,2018
1193,372,2019
1193,448,2017
1194,124,2012
1194,753,2019
1194,174,2016
1195,491,2009
1196,188,2018
1196,820,2016
1197,245,2020
1197,384,2020
1197,837,2020
1197,10,2020
1197,637,2020
1197,189,2020
1198,555,2020
1198,642,2019
1198,200,2017
1198,110,2017
1198,526,2018
1198,792,2017
1199,207,2019
1199,132,2017
1199,727,2019
1199,299,2015
1199,731,2020
1199,189,2015
1200,729,2019
1200,9,2007
1200,268,2005
1200,433,2004
1200,370,2005
1201,596,1998
1201,793,2001
1201,482,2005
1201,587,2017
1202,286,2009
1202,768,1999
1202,539,2008
1203,220,2009
1203,553,2002
1203,830,2019
1204,361,2019
1204,754,2013
1204,117,2017
1205,252,2010
1205,242,2007
1205,369,1999
1205,712,2005
1205,159,2011
1206,339,2018
1206,748,2020
1206,168,2018
1206,92,2020
1207,40,2017
1207,571,2018
1207,270,2004
1207,208,2006
1207,590,2014
1208,660,1993
1208,480,2009
1208,485,1994
1208,829,2018
1208,286,2018
1208,695,2010
1209,534,2014
1209,798,2010
1209,17,2020
1209,333,2016
1209,831,2009
1209,770,2018
1210,466,2016
1210,339,2015
1211,298,2010
1211,545,1998
1211,147,1997
1211,769,2020
1211,137,2015
1211,821,2011
1212,591,2016
1213,553,2003
1213,21,2016
1213,375,2013
1213,491,2012
1213,739,2020
1213,246,2009
1214,707,2020
1215,463,2018
1215,29,2016
1216,336,2019
1216,456,2020
1216,721,2016
1217,219,2013
1217,827,2015
1217,265,2017
1218,102,2020
1218,2,2007
1218,738,2012
1218,226,2007
1218,5,2008
1218,628,2018
1219,615,2006
1220,307,2019
1220,787,2015
1220,234,2010
1220,27,2017
1221,531,2015
1222,5,2010
1222,631,2018
1223,773,2017
1224,753,2000
1224,233,2019
1224,116,2018
1224,713,2009
1224,299,2000
1225,702,2015
1225,247,2012
1225,30,2015
1225,387,2007
1226,3,2013
1226,596,2003
1226,311,1998
1226,132,1995
1227,434,2009
1227,404,2008
1227,586,2007
1227,510,2009
1227,658,2018
1228,176,2018
1228,748,2013
1228,388,2017
1228,137,2011
1228,697,2011
1229,406,2016
1229,666,2020
1229,95,2020
1230,729,2011
1230,90,2009
1230,724,2012
1230,704,2011
1230,737,2015
1230,131,2018
1231,787,2010
1231,833,2020
1231,508,2011
1232,551,2018
1232,632,2017
1233,729,2007
1233,318,2017
1233,786,2015
1234,616,2015
1234,593,2015
1235,669,2010
1236,371,2015
1236,737,2007
1236,330,2017
1236,203,2012
1236,384,2006
1236,675,2010
1237,460,2014
1237,543,2008
1237,558,2015
1238,498,2017
1239,402,2019
1239,711,2014
1239,704,2015
1239,435,2020
1239,11,2019
1239,268,2015
1240,8,2019
1240,673,2010
1241,1,2017
1241,622,2019
1241,505,2018
1242,575,2012
1242,135,2015
1243,477,2019
1244,628,2018
1245,320,2019
1245,546,2019
1245,158,2020
1245,473,2019
1246,269,2017
1246,400,2004
1246,323,2012
1246,742,2017
1246,621,2006
1247,36,2017
1247,571,2002
1247,676,2017
1247,580,2008
1248,681,2015
1248,274,2010
1249,102,2015
1250,780,2020
1251,760,2010
1251,738,1997
1251,260,2013
1251,98,2017
1251,566,2017
1251,306,2016
1252,754,2006
1252,230,2003
1252,510,2018
1252,155,1998
1252,521,2014
1252,531,2016
1253,544,2020
1253,838,2019
1254,570,2012
1254,320,2017
1255,383,2007
1255,201,2018
1255,537,2012
1255,156,2018
1255,144,2014
1255,351,2008
1256,403,2001
1257,648,2011
1258,202,2015
1258,269,2017
1258,625,1993
1259,332,2014
1259,506,2013
1259,290,2014
1260,223,2020
1260,425,2019
1260,644,2018
1260,172,2018
1260,334,2018
1260,475,2017
1261,709,2019
1261,197,2016
1261,410,2015
1262,299,1993
1262,310,2008
1262,193,1999
1262,129,2011
1262,649,2013
1262,159,2014
1263,643,2017
1264,344,2016
1264,163,2020
1265,510,2019
1265,179,2020
1265,176,2020
1265,197,2020
1265,530,2018
1266,634,2009
1267,172,2012
1268,783,2005
1269,701,2014
1269,544,2006
1269,676,2020
1269,822,2009
1269,706,2018
1269,187,2011
1270,817,2019
1270,325,2020
1270,783,2019
1271,406,2012
1271,318,2011
1271,760,2014
1272,549,2020
1273,274,2013
1273,406,2002
1273,181,2005
1273,572,2013
1273,291,1996
1273,579,2003
1274,491,2003
1274,721,2006
1275,75,2012
1275,701,2006
1275,280,2018
1276,344,2004
1276,547,2016
1277,285,2017
1278,519,2005
1279,221,2016
1279,533,2013
1279,141,2010
1279,320,2017
1280,678,2008
1280,625,2009
1280,735,2019
1281,573,2019
1281,354,2007
1282,835,2019
1282,17,2019
1282,134,2019
1282,144,2019
1282,483,2019
1282,40,2020
1283,636,2002
1283,8,2012
1283,129,2009
1284,249,2015
1284,195,2017
1284,673,2016
1284,628,2018
1284,468,2014
1284,566,2017
1285,356,2019
1286,71,2015
1286,70,2020
1287,488,2016
1287,32,2011
1288,568,1994
1288,266,2007
1288,234,2018
1288,435,2011
1288,397,2000
1289,417,2013
1289,335,2009
1289,317,2017
1289,713,2009
1289,182,2002
1289,739,2003
1290,362,2019
1290,606,2020
1291,239,2017
1291,800,2015
1291,409,2017
1291,776,2018
1291,315,2019
1292,244,2007
1292,163,2009
1292,664,2012
1292,526,2011
1292,678,2012
1293,491,2016
1293,188,2008
1293,728,2004
1293,9,2018
1294,276,2020
1294,548,2019
1294,349,2020
1295,763,2013
1295,213,2011
1296,391,2020
1297,689,2013
1297,283,2019
1297,773,2016
1297,407,2015
1297,695,2012
1297,368,2013
1298,312,2017
1298,527,2000
1298,357,2012
1299,428,2020
1299,678,2018
1299,10,2016
1299,205,2017
1300,353,2015
1300,658,2019
1300,347,2010
1300,116,2020
1300,426,2014
1300,423,2016
1301,76,2009
1301,445,2017
1301,80,2012
1301,443,2010
1301,334,2015
1302,641,2014
1302,531,2012
1302,262,2012
1303,128,2009
1303,101,2016
1303,793,2005
1303,60,2010
1303,46,2006
1304,819,2008
1304,751,2014
1304,379,2010
1304,705,2010
1304,767,2008
1305,264,2012
1305,373,2009
1305,609,2016
1305,135,2019
1305,748,2009
1305,605,2016
1306,113,2003
1307,253,2013
1307,399,2013
1307,211,2009
1308,353,2020
1308,310,2018
1308,380,2020
1308,250,2020
1308,597,2019
1309,191,2008
1310,239,2020
1310,50,2020
1311,551,2020
1311,500,2020
1312,569,2016
1312,588,2011
1312,23,2011
1312,674,2016
1313,34,2014
1313,829,2002
1313,710,2016
1313,468,2009
1314,558,2014
1314,693,1993
1314,338,2016
1314,587,2019
1315,814,2018
1315,458,2019
1316,174,2018
1316,239,2018
1316,584,2020
1316,509,2020
1317,434,2015
1317,23,2019
1317,92,2019
1318,683,2019
1318,787,2020
1319,259,2014
1319,805,2010
1319,699,2009
1319,187,2010
1320,434,2010
1320,60,2009
1321,202,1996
1322,576,2008
1322,41,2013
1322,641,2010
1322,96,2017
1322,763,2018
1322,679,2007
1323,73,2017
1323,323,2019
1323,381,2017
1323,8,2014
1323,562,2015
1323,337,2020
1324,732,2017
1324,222,2019
1324,162,2017
1324,687,2017
1325,405,2016
1326,731,2003
1326,321,2019
1326,89,2007
1326,676,1998
1327,742,2010
1328,830,2019
1328,735,2018
1329,227,2004
1330,526,2017
1330,670,2014
1331,721,2012
1331,110,2012
1331,510,2016
1331,675,2016
1331,651,2016
1331,286,2017
1332,237,2006
1332,749,2006
1332,7,2013
1332,9,2002
1333,443,2017
1333,207,2014
1333,114,2016
1333,321,2019
1333,388,2016
1333,189,2015
1334,373,2016
1334,14,2018
1334,141,2015
1334,566,2012
1334,801,2018
1335,578,2017
1335,337,2014
1335,817,1999
1335,499,2014
1336,522,2015
1337,87,2000
1337,401,1998
1338,692,2000
1338,633,1995
1338,242,2019
1339,168,2012
1339,455,2017
1339,625,2008
1339,10,2015
1339,834,2013
1339,239,2009
1340,248,1996
1340,428,2006
1341,283,2016
1341,103,2001
1342,544,1994
1342,181,1995
1342,59,1999
1343,362,2004
1344,19,2013
1345,373,2008
1346,7,2007
1346,735,2018
1347,608,2005
1347,132,2009
1347,600,2001
1347,139,2014
1347,294,2002
1347,14,2008
1348,233,2017
1349,120,2019
1349,830,2004
1350,823,2013
1350,464,2016
1350,429,2013
1350,604,2020
1350,120,2018
1350,324,2017
1351,671,2017
1351,781,2017
1352,393,2004
1352,4,2005
1353,166,2010
1353,92,2013
1353,52,2011
1354,818,2020
1355,588,1994
1355,720,2019
1355,326,2018
1355,773,2019
1355,371,1993
1355,383,2002
1356,239,2018
1356,290,2019
1357,212,2012
1357,109,2006
1357,498,2019
1357,711,2007
1357,739,2001
1357,746,2003
1358,803,1998
1358,620,2015
1358,93,2012
1358,285,2020
1358,173,2019
1358,718,2014
1359,709,2013
1359,371,2009
1359,82,2016
1359,525,2018
1360,733,2018
1360,565,2020
1360,43,2019
1360,77,2020
1360,134,2014
1360,354,2008
1361,759,2016
1361,159,2020
1361,696,2018
1362,479,2018
1362,688,2020
1363,284,2003
1363,184,1999
1363,268,2005
1364,514,2019
1364,396,2020
1364,759,2020
1364,583,2019
1365,260,2001
1365,690,2007
1366,678,2006
1366,228,2012
1367,607,2012
1367,774,2016
1367,397,2013
1367,4,2015
1368,40,2011
1368,509,2012
1368,151,2020
1368,513,2016
1368,165,2017
1368,355,2020
1369,662,2017
1369,746,2016
1370,816,2010
1370,71,2018
1370,327,2012
1370,596,2006
1370,447,2015
1371,576,2001
1371,164,2015
1371,138,2018
1371,768,2014
1371,366,2002
1372,284,2020
1373,809,2012
1373,303,2008
1373,111,2013
1374,588,2014
1374,413,2009
1375,484,2015
1375,70,2019
1375,209,2018
1375,766,2010
1375,792,2012
1375,389,2013
1376,827,2020
1376,467,2020
1376,301,2020
1376,555,2020
1376,327,2020
1377,280,2020
1377,807,2019
1377,705,2011
1377,221,2008
1378,602,2015
1379,679,2016
1379,302,2010
1379,533,2010
1379,729,2019
1379,208,2015
1380,537,2006
1380,436,2005
1380,811,2005
1380,672,2014
1380,81,2020
1380,426,2016
1381,524,2000
1381,133,2009
1381,786,1997
1381,181,2018
1382,421,1996
1382,618,1994
1382,746,2000
1382,170,2000
1382,623,1999
1382,717,2011
1383,645,1998
1383,252,1998
1383,261,1995
1383,78,1999
1383,492,1998
1384,766,2019
1384,495,2019
1384,355,2014
1384,66,2020
1385,252,2011
1385,245,2007
1386,733,2018
1386,76,2014
1387,190,2019
1387,757,2011
1387,418,2016
1387,391,2014
1387,703,2019
1387,60,2016
1388,446,2017
1388,396,2018
1388,373,2017
1389,299,1994
1389,674,2003
1389,758,1999
1390,127,1997
1391,76,2014
1391,595,2020
1391,361,2016
1391,590,2015
1391,187,2017
1392,102,2018
1392,258,2019
1393,609,2009
1393,262,1992
1393,256,2004
1393,458,2010
1393,548,1996
1393,102,2003
1394,78,2018
1394,52,2018
1394,405,2019
1394,815,2019
1394,135,2019
1394,488,2019
1395,583,2017
1395,625,2019
1395,160,2019
1395,139,2017
1395,509,2016
1396,574,2016
1396,581,2019
1396,629,2020
1396,348,2020
1396,265,2015
1396,671,2019
1397,584,2019
1397,637,2004
1397,172,2015
1397,559,2016
1397,328,2005
1397,396,2017
1398,118,2020
1399,682,2001
1399,310,2014
1399,242,2009
1400,520,2019
1400,308,2020
1400,650,1997
1400,335,2011
1401,546,2011
1401,449,2009
1401,183,2008
1402,206,2017
1402,619,2020
1402,494,2005
1402,518,2001
1402,135,2011
1402,30,2019
1403,436,2017
1403,355,2010
1404,202,2007
1405,180,2018
1405,513,2018
1406,799,2017
1406,293,2017
1407,610,2019
1407,244,2020
1408,386,2018
1408,576,2014
1408,161,2016
1408,667,2016
1408,616,2019
1409,788,2009
1409,181,2009
1409,814,2010
1409,22,2014
1409,731,2014
1409,300,2013
1410,256,2016
1410,209,2019
1410,18,2007
1410,72,1997
1410,369,2011
1410,239,1996
1411,97,2017
1412,223,2018
1412,807,2018
1412,453,2017
1412,357,2015
1412,538,2010
1412,451,2016
1413,783,2019
1413,729,2016
1413,100,2016
1413,559,2020
1413,435,2019
1413,589,2020
1414,191,2005
1414,560,2013
1415,366,1996
1415,765,2011
1415,427,2011
1415,415,2000
1415,637,2009
1415,790,2018
1416,385,2019
1416,570,2011
1416,794,2020
1416,203,2011
1417,219,2020
1417,353,2012
1418,691,1996
1418,268,1995
1418,68,1995
1418,91,2004
1418,170,2011
1418,413,2010
1419,334,2010
1419,420,1993
1419,119,2005
1420,417,2010
1420,255,2019
1421,47,2019
1421,236,2015
1421,409,2015
1421,798,2010
1421,194,2009
1422,548,2013
1423,671,2013
1423,512,2009
1423,337,2015
1423,677,2008
1423,624,2020
1423,462,2006
1424,46,2009
1424,710,2016
1425,649,2019
1425,344,2020
1425,706,2013
1425,384,2020
1425,646,2015
1425,319,2017
1426,224,2018
1426,686,2020
1427,822,2018
1427,11,2013
1427,423,2014
1428,267,2008
1428,318,2012
1428,702,2006
1428,127,2004
1429,722,2017
1430,806,2020
1430,489,2016
1430,744,2018
1431,623,2019
1431,689,2018
1431,114,2001
1431,542,2012
1432,809,2019
1432,574,2018
1432,313,2019
1432,91,2019
1433,528,2018
1433,630,2018
1434,727,2015
1434,743,2013
1435,643,2016
1435,702,2009
1435,608,2003
1436,361,2009
1436,764,2018
1436,834,2010
1436,575,2017
1437,525,2018
1437,65,2010
1437,560,2020
1437,159,2007
1437,787,2007
1438,679,2011
1438,392,2019
1438,240,2016
1438,716,2017
1438,258,2017
1439,563,2005
1439,166,2014
1439,67,2013
1439,249,2015
1440,338,2012
1440,508,1990
1440,763,2013
1441,706,2015
1441,127,2013
1441,577,2015
1441,531,2020
1442,47,2020
1442,415,2020
1442,790,2020
1442,785,2020
1443,650,2019
1443,418,2020
1443,420,2014
1443,637,2011
1443,289,2003
1444,132,2014
1444,407,2018
1445,470,2017
1445,34,2020
1446,107,2019
1446,349,2003
1447,544,2010
1447,259,1992
1448,390,2007
1448,344,2002
1448,704,2007
1449,198,2005
1449,409,2001
1449,449,2004
1449,413,2006
1449,430,2001
1450,285,2016
1451,606,2004
1451,244,2009
1452,742,2017
1453,111,2015
1453,101,2006
1453,735,2015
1453,233,2006
1454,672,2019
1455,472,2018
1455,292,2019
1455,161,2014
1456,817,2018
1457,738,2002
1457,29,2008
1458,336,2018
1458,51,2014
1458,405,2002
1458,749,2019
1459,704,2004
1459,516,2004
1459,507,2019
1459,434,2004
1459,237,2012
1459,152,2020
1460,401,2005
1461,43,2007
1461,719,2000
1461,492,2017
1461,342,2003
1462,735,2004
1462,366,2011
1463,258,2002
1463,304,2015
1464,753,1997
1465,747,2006
1465,177,2009
1465,730,2013
1465,42,2006
1465,489,2014
1465,295,2012
1466,366,2006
1466,288,1994
1466,317,2012
1466,766,2001
1466,736,2017
1467,633,2015
1468,334,2015
1468,32,2017
1469,18,2018
1470,339,2018
1470,707,2018
1471,702,2003
1471,229,2010
1471,680,2008
1471,773,2001
1471,220,2008
1472,27,2015
1472,624,2011
1472,504,2020
1472,704,2015
1472,354,2018
1473,764,2020
1473,22,2013
1473,450,2008
1473,291,1999
1474,468,2014
1474,601,2005
1474,632,2006
1474,461,2000
1475,193,2020
1475,774,2018
1475,624,2020
1475,225,2019
1475,800,2019
1476,131,2006
1476,370,2018
1476,369,2006
1477,358,2008
1478,277,2014
1478,750,2010
1478,551,2018
1478,663,2013
1478,125,2017
1479,488,2018
1479,206,2010
1479,247,2001
1479,561,2019
1479,733,2006
1479,277,2011
1480,569,2019
1480,290,2015
1480,442,2019
1480,208,2020
1480,319,2020
1480,339,2018
1481,230,2017
1481,134,2018
1482,353,2005
1482,554,2012
1482,670,1996
1482,68,1995
1482,375,2014
1482,664,2015
1483,440,2007
1483,431,2012
1483,272,2004
1484,556,2020
1484,175,2020
1484,630,2020
1484,80,2020
1484,684,2020
1484,614,2020
1485,618,2018
1485,555,2017
1485,408,2015
1486,433,1995
1486,603,2009
1486,696,1994
1487,439,2020
1487,725,2019
1487,101,2017
1488,723,2000
1488,39,2007
1488,92,1999
1489,683,2016
1489,308,2018
1489,374,2020
1489,518,2019
1490,390,2015
1490,578,2018
1490,172,2020
1491,314,2004
1491,724,2013
1491,502,2013
1491,686,2008
1491,316,2000
1491,417,2019
1492,755,2020
1492,697,2020
1492,53,2020
1492,112,2020
1492,757,1992
1493,468,2019
1493,217,2019
1493,679,2019
1493,790,2020
1493,820,2019
1494,1,2020
1494,216,2020
1494,620,2015
1494,519,2020
1494,98,2018
1495,375,2012
1495,615,2017
1496,476,2004
1497,620,2020
1497,828,2014
1498,442,2019
1499,639,2020
1499,103,2020
1499,800,2017
1499,804,2018
1499,622,2017
1500,268,2015
1500,815,2015
1500,533,2007
1500,813,2007
1501,136,2001
1502,223,2016
1502,150,2013
1502,551,1998
1502,236,2002
1502,222,1998
1503,781,2018
1504,736,2012
1504,838,2012
1504,286,2006
1504,752,2010
1504,781,2014
1505,656,2018
1505,543,2020
1506,188,2017
1506,620,2018
1506,773,2018
1507,517,2008
1507,451,2019
1507,702,2005
1508,510,2015
1508,775,1996
1509,703,2019
1509,291,2016
1510,467,2015
1510,679,2016
1510,357,2012
1510,756,2016
1510,656,2013
1510,780,2005
1511,705,2014
1511,507,2001
1511,832,2015
1511,736,2018
1512,188,2019
1512,590,2020
1512,688,2013
1513,184,2010
1513,429,2011
1513,560,2006
1513,485,2007
1514,328,2013
1514,160,2019
1515,499,2014
1515,312,2019
1515,282,2016
1515,730,2013
1515,436,2012
1515,380,2018
1516,191,2020
1516,590,2020
1516,696,2020
1516,810,2020
1517,695,2001
1518,493,2013
1518,513,2006
1519,408,2013
1519,760,2011
1519,415,2004
1519,541,1996
1520,32,2011
1520,220,2009
1520,541,2019
1520,207,2020
1521,502,2019
1521,373,2018
1521,541,2018
1521,580,2015
1521,797,2005
1522,207,2011
1522,802,2015
1523,188,2016
1523,765,2019
1523,385,2020
1524,618,2018
1525,27,2015
1525,585,2006
1526,614,2020
1527,172,2011
1527,591,2019
1527,540,2019
1527,702,2014
1527,193,2013
1528,829,2020
1528,525,2019
1528,149,2018
1528,82,2020
1528,738,2018
1529,190,2019
1529,651,1998
1530,366,2012
1530,321,2006
1530,342,1995
1530,494,2012
